"timestamp","user_id","anonymous_id"
2023-02-17 17:43:29.964 +1100,"2132c4c315e47bc5548077bd11f88e03","9cee126e96b64c2c68890d3bd6e4b7b3"
2023-02-17 17:36:03.757 +1100,c41aa57fc92455f113d059478d98fccd,"96306896aee056dbe22e842ac09b012c"
2023-02-17 17:35:11.917 +1100,,e0807a9685681b5fcab04d31bb24b863
2023-02-17 17:34:19.298 +1100,b68958ad1fe49c4023da12012957089e,"6aefb4fcdfa173670516f321ec6b8abc"
2023-02-17 17:32:23.993 +1100,,"6d1504cbbc916c5b5dac54d2de1ff2b0"
2023-02-17 17:31:44.759 +1100,b68958ad1fe49c4023da12012957089e,"6aefb4fcdfa173670516f321ec6b8abc"
2023-02-17 17:30:57.237 +1100,"8a8b2c40ad60ea754d0616fb6580478c","7ce319f84e1e8280d881b2e0e1821e9d"
2023-02-17 17:29:52.281 +1100,"0bdda950546ab40f55cb84fbc3f5f3c7","65f9a0f1e9899ce60c963d7c35cfdebf"
2023-02-17 17:29:51.856 +1100,c6f14733353a645df89af34a4d1840f5,"1523e562f1e128a61e17d72a435c895f"
2023-02-17 17:28:53.829 +1100,c6f14733353a645df89af34a4d1840f5,"1523e562f1e128a61e17d72a435c895f"
2023-02-17 17:27:02.406 +1100,,"285f5417901ec10d1d1264132d6718b1"
2023-02-17 17:26:50.391 +1100,,"285f5417901ec10d1d1264132d6718b1"
2023-02-17 17:24:45.619 +1100,,c118bbecb760308cf358bcf729785b2d
2023-02-17 17:22:52.358 +1100,c6f14733353a645df89af34a4d1840f5,"1523e562f1e128a61e17d72a435c895f"
2023-02-17 17:19:08.123 +1100,,"98f034a757c6feb0db70ff6a766326f8"
2023-02-17 17:18:54.182 +1100,,"98f034a757c6feb0db70ff6a766326f8"
2023-02-17 17:16:27.069 +1100,"3cb9b60310763a4bc5e42367c2a0720e","2ec28b3af676fa7818f837793f70cf6e"
2023-02-17 17:15:46.881 +1100,,"09292279ae6bad96fc133f9062626b32"
2023-02-17 17:14:33.026 +1100,"4fee7d7bebca1ef6c77583e7785267d7",d8cd9a2e4033229ff072ef863507a9db
2023-02-17 17:14:13.062 +1100,"32c7c0d75d714d975a6255d352b3359a","9f0b30bd942b46f2aaaed6a2f9e6d154"
2023-02-17 17:13:55.955 +1100,d4a29bda9763789e6806e0a700a056b7,"358854a7a142a5de9d1bad5322043a9f"
2023-02-17 17:13:41.238 +1100,"4fee7d7bebca1ef6c77583e7785267d7",d8cd9a2e4033229ff072ef863507a9db
2023-02-17 17:11:44.150 +1100,c6f14733353a645df89af34a4d1840f5,"1523e562f1e128a61e17d72a435c895f"
2023-02-17 17:10:49.091 +1100,"571976c2c991f4b573d7e2b2ab527dd2","195b6ba5591f43430c6510c5c75e2938"
2023-02-17 17:10:27.723 +1100,c6f14733353a645df89af34a4d1840f5,"1523e562f1e128a61e17d72a435c895f"
2023-02-17 17:10:24.947 +1100,"571976c2c991f4b573d7e2b2ab527dd2","195b6ba5591f43430c6510c5c75e2938"
2023-02-17 17:09:42.559 +1100,,fb8309d4ccad663f15c88c292cb6b501
2023-02-17 17:09:30.658 +1100,,"9c35a19abd95eea4444e3c2baf2f79e8"
2023-02-17 17:09:26.446 +1100,"571976c2c991f4b573d7e2b2ab527dd2","195b6ba5591f43430c6510c5c75e2938"
2023-02-17 17:09:03.879 +1100,"0d5250fec72816aa0d2be6f3339aaee4","0da404f3343609bdfb993c6d8536c9a4"
2023-02-17 17:09:00.275 +1100,"0d5250fec72816aa0d2be6f3339aaee4","0da404f3343609bdfb993c6d8536c9a4"
2023-02-17 17:06:22.158 +1100,,"9c35a19abd95eea4444e3c2baf2f79e8"
2023-02-17 17:05:13.782 +1100,"9cb22d5dff51c4de12a0cfed86b8f0d4","6a8212d1b1dd8a56ed0e655490a2f154"
2023-02-17 17:05:08.875 +1100,"4d22d72019911546884011bacb8ca059","180fee94ee9909334df192ac3150a53b"
2023-02-17 17:05:07.678 +1100,"9cb22d5dff51c4de12a0cfed86b8f0d4","6a8212d1b1dd8a56ed0e655490a2f154"
2023-02-17 17:04:20.052 +1100,,"3b322778741df07f0672e5863570444f"
2023-02-17 17:04:02.121 +1100,,"9c35a19abd95eea4444e3c2baf2f79e8"
2023-02-17 17:03:47.003 +1100,,"84fdbb1b16177c43dad90da58e85a67a"
2023-02-17 17:03:40.971 +1100,,"9c35a19abd95eea4444e3c2baf2f79e8"
2023-02-17 17:03:39.990 +1100,,cfa021f4438345a245405cea6a8f026f
2023-02-17 17:03:31.714 +1100,,"84fdbb1b16177c43dad90da58e85a67a"
2023-02-17 17:02:19.402 +1100,,fb8309d4ccad663f15c88c292cb6b501
2023-02-17 17:02:05.250 +1100,,"9c35a19abd95eea4444e3c2baf2f79e8"
2023-02-17 17:02:00.983 +1100,,"9c35a19abd95eea4444e3c2baf2f79e8"
2023-02-17 17:01:44.858 +1100,,"9c35a19abd95eea4444e3c2baf2f79e8"
